Nombre	Descripcion	Latitud	Longitud	Tipo	Clase_vial	Nombre_vial	Numero_vial	Codigo_postal
Aloft Gran Vía Madrid	Perteneciente a la división Aloft Hotels de la cadena hotelera Marriott, este alojamiento de cuatro estrellas está situado junto a la Plaza de Callao y la Gran Vía. Construido en un antiguo edificio de oficinas, el estilo urbano de su arquitectura da lugar a un hotel de 139 habitaciones en las que se respira el dinamismo y la energía de un loft.Las  habitaciones, de inspiración urbana y funcional, cuentan con acceso Wifi gratuito, varios puertos usb y de conectividad, televisores de 65” con Chromecast, amenities diversas y duchas de efecto lluvia, entre otras características. Además, disponen del SPG Keyless, el primer sistema del mercado que permite a los clientes abrir la puerta de su habitación con un Smartphone o a través del Apple Watch.En su planta alta se encuentra la Terraza con piscina splash, desde la que disfrutar del skyline madrileño, y el WXYZ® Bar, donde se pueden tomar cócteles de autor.La oferta gastronómica viene de la mano del Re:Fuel by AloftSM, un innovador concepto que reúne sabrosas, frescas y rápidas creaciones disponibles para autoservicio las 24 horas todos los días de la semana.Además, el hotel dispone de gimnasio, Re:ChargeSM, que está abierto todo el día, y del punto de encuentro social, el Re:mixSM lounge, un espacio amplio, abierto y diáfano, que durante el día sirve de lugar de trabajo, y por la tarde – noche de afterwork.	40.420307800000	-3.707138700000	Alojamientos	Calle	de Jacometrezo	 4	28013
Pestana Plaza Mayor	Situado en la Casa de la Carnicería y en una antigua estación de bomberos, en plena Plaza Mayor, este hotel de lujo de cuatro estrellas ofrece la posibilidad de alojarse en el corazón del Madrid de los Austrias, próximo a los principales monumentos y puntos de interés turístico, como la Puerta del Sol, el Palacio Real, la Catedral de la Almudena, la Gran Vía, el Templo de Debod o el Rastro.Perteneciente al grupo Pestana Hotel Group, el alojamiento cuenta con 89 habitaciones de diseño elegante y contemporáneo, divididas en suites, deluxe, executive y executive Plaza Mayor, con vistas a la plaza. Todas están equipadas con TV de pantalla LCD, aire acondicionado, prensa diaria, productos de baño de la marca Castelbel, wifi y máquina de café o té.Además, el hotel dispone de spa con gimnasio y 2 piscinas (una de ellas en la azotea para los meses de verano). Desde el punto de vista gastronómico, cuenta con el restaurante RIB / Casa de la Carnicería / Beef & Wine, especializado en carnes de vacuno, que se encuentra en el patio interior del edificio, así como con el Café de la Plaza, cafetería abierta a la Plaza Mayor. En el bar del hotel se puede tomar desde el desayuno a un cóctel. 	40.414766800000	-3.707053600000	Alojamientos	Calle	Imperial	 8	28012
B&B Hotel Madrid Centro Puerta del Sol	Próximo a la céntrica Puerta del Sol se encuentra este hotel de tres estrellas que dispone de 74 habitaciones con un diseño arquitectónico innovador. Cuenta con un moderno lobby lounge con café e infusiones las 24 horas y wifi gratis. En su azotea se encuentra el restaurante Doña Luz, en el que se puede disfrutar de recetas internacionales, copas y cócteles.Todas las habitaciones están compuestas de una exclusiva cama flotante Airbed®, TV LCD de 49’’, escritorio, caja fuerte electronica, minibar, baño de diseño novedoso y con ducha de efecto lluvia, así como con secador de pelo y WiFi de alta velocidad. Se puede elegir entre habitaciones individuales premium, dobles matrimoniales deluxe, doble premium o doble premium con terraza con vistas a la Puerta del Sol.	40.417564300000	-3.702557900000	Alojamientos	Calle	de la Montera	 10 - 12	28013
CoolRooms Atocha	Ubicado dentro de una majestuosa Casa Palacio de 1852 del Barrio de las Letras, este hotel de lujo de cuatro estrellas forma parte de la marca española CoolRooms, que nace con la misión de recuperar espacios emblemáticos de las ciudades.El hotel dispone de 35 habitaciones, todas ellas decoradas de manera moderna, con una iluminación cuidada y wifi de alta velocidad. También cuenta con una piscina en el jardín, donde se puede disfrutar, además, de cócteles de autor, destilados Premium y una gran variedad de vinos junto a una carta de platos ligeros, y con el restaurante - bar de pinchos El 34, cuyo chef ejecutivo es Joseba Guijarro (galardonado con una estrella Michelin con el San Román de Escalante).	40.413214200000	-3.701095100000	Alojamientos	Calle	de Atocha	 34	28012
Heritage Madrid Hotel	Este hotel de cinco estrellas se encuentra ubicado en un edificio declarado como Patrimonio Histórico, en el exclusivo Barrio de Salamanca. Decorado de manera clásica y con un servicio exquisito, forma parte, además, de la prestigiosa asociación hostelera Relais & Châteaux.El alojamiento cuenta con 46 habitaciones equipadas con todo lujo de detalles, con un bar flanqueado por dos imponentes terrazas en la azotea y con el restaurante de autor Haroma, dirigido por el dos estrellas Michelin, Mario Sandoval.Decorado por Lorenzo Castillo, presenta un carácter urbano y cosmopolita, y una estética ecléctica y atemporal, en la que se mezclan muebles de diseño, tejidos modernos y juegos cromáticos con materiales nobles como maderas lacadas, mármoles policromados, terciopelos, papeles pintados a mano y cortinas bordadas con pasamanería. Sus estancias albergan una gran colección de antigüedades y obras de arte europeas del siglo XVIII y finales del XIX.	40.434877000000	-3.678943800000	Alojamientos	Calle	de Diego de León	 43	28006
Generator Hostel Madrid	Entre las calles de Silva y San Bernardo, próximo a la Gran Vía, Generator Madrid es un hostal ubicado en un edificio de 1930 que alojó, en su momento, una antigua gasolinera. Cuenta con 5 cinco plantas en las que se ha buscado la conjunción del estilo boutique y contemporáneo de Generator con el típico madrileño.El alojamiento dispone de 129 habitaciones dobles, familiares, de grupo y exclusivas para mujeres, wifi gratuito, cafetería, bar y una gran terraza en su azotea desde la que disfrutar del skyline madrileño mientras se toma un cóctel.	40.420798700000	-3.708101900000	Alojamientos	Calle	de San Bernardo	 2	28013
Hotel Icon Casona 1900 by Petit Palace	Este hotel boutique, de la cadena Petit Palace, se encuentra situado en un edificio del siglo XIX en el Barrio de Salamanca, uno de los más exclusivos de la ciudad. Cuenta con una decoración que fusiona el art deco y el art noveau, con referencias al Madrid de 1900.El hotel cuenta con un área VIP Lounge, una azotea privada y el restaurante El Indiano Madrid DF, que reinterpreta la gastronomía mexicana con un toque original español.	40.429130941737	-3.685861538827	Alojamientos	Calle	de Don Ramón de la Cruz	 10	28001
Poshtel LaNave	Una antigua nave industrial rehabilitada del centro de Madrid alberga este moderno hostal en el que su propietaria, Elena Alonso, busca que el cliente se sienta como en casa, a través de espacios cómodos, con luz natural y todos los servicios que puede ofrecer un hotel de más categoría.El hostal, situado entre Príncipe Pío y la Plaza de España, dispone de 14 habitaciones, 4 de ellas familiares, que han sido decoradas de manera personalizada con objetos escogidos en mercadillos de distintos países europeos. Cuentan con baños individuales, wifi gratuito y desayunos especiales, entre otros servicios.	40.421914700000	-3.715357600000	Alojamientos	Calle	de Cadarso	 19	28008
NH Collection Madrid Gran Vía	En pleno corazón de la Gran Vía se encuentra este hotel de la cadena NH, un alojamiento de cuatro estrellas desde el que se puede disfrutar de todo el ocio y gastronomía que ofrece una de las principales arterias de Madrid. Además, está perfectamente comunicado con el metro, cercanías y varias líneas de autobuses.El hotel cuenta con 94 habitaciones decoradas de forma exquisita, donde hay conexión wifi gratuita y todo tipo de comodidades. Además, el NH Collection Madrid Gran Vía dispone de restaurante, el Picalagartos Sky - Bar, en el que degustar varios platos de la gastronomía española así como de un bar situado en la octava planta del edificio, donde se puede observar la Gran Vía desde las alturas mientras se toma un cóctel ideado por el destacado coctelero Joel Jamal.	40.419813100000	-3.701277700000	Alojamientos	Calle	Gran Vía	 21	28013
Barceló Imagine	Situado en el antiguo Foxá 32, en la zona norte del Paseo de la Castellana y junto a la estación de Chamartín, este hotel urbano de la cadena Barceló ofrece un alojamiento de cinco estrellas en el que se consigue un perfecto equilibrio entre el arte y la tecnología, donde cada uno de sus rincones está dedicado a la música, desde el rock a la movida madrileña.El hotel cuenta con 156 espaciosas habitaciones diseñadas con lo último en tecnología y confort, donde el arte y la música forman parte de su decoración, con wifi gratuito, zona de piscina de verano y solárium, gimnasio y sauna, parking, un sky lounge en la azotea, y una propuesta gastronómica centrada en la alimentación saludable bajo el concepto B-likeat. Es un alojamiento perfecto para ir en familia ya que algunas de sus habitaciones tienen capacidad para 4 personas.Además, dispone de un salón de 249 metros cuadrados con luz natural, convertible en 3 salas panelables, con un equipamiento moderno y sofisticado.	40.470196157478	-3.685238510370	Alojamientos	Calle	de Agustín de Foxá	 32	28036
Plaza España Skyline by Bemate	Muy cerca de la Plaza de España y frente al Templo de Debod se encuentra este edificio de apartamentos de 3.500 metros cuadrados perteneciente a la compañía Be Mate, presidida por Kike Sarasola. Construido en 2017, a la vanguardia en diseño y seguridad, los 37 apartamentos cuentan con todas las facilidades y comodidades.El edificio, de 8 plantas, dispone de recepción 24 horas, hall de espera, un estupendo patio interior ajardinado, parking propio, conexión wifi, calefacción central, servicio de lavandería, servicio de planchado bajo demanda y amplios ascensores. Los apartamentos destacan por sus grandes espacios y buena distribución, así como por sus terrazas y amplios ventanales. Su decoración es ecléctica, compuesta por piezas únicas, muchas elegidas en subastas y mercadillos europeos, cuyo hilo conductor es la armonía, los colores suaves, la luz y el confort, a través de materiales nobles y cálidos.	40.422468700000	-3.715398000000	Alojamientos	Calle	de Cadarso	 18	28008
Gran Hotel Inglés	Este lujoso hotel de cinco estrellas de la cadena mallorquina de exclusivos hoteles boutique, Hidden Away Hotels, fue el primero que tuvo Madrid en su categoría, cuando abrió en 1886. También fue el primero en contar con un restaurante en su interior. Tras una completa reforma, hoy ofrece una experiencia única recreando el lujo de los dorados años 20.La decoración art decó del hotel combina elegancia, clase, confort y sofisticación, con un proyecto de iluminación muy cuidada para dotar al conjunto de un ambiente acogedor.El establecimiento cuenta con 48 espaciosas habitaciones (todas equipadas con camas king-size, lencería de algodón egipcio de 500 hilos, smart Tv y Wifi, así como perfectamente insonorizadas), un gran gimnasio, una zona de wellness, dos comedores privados y una biblioteca llamada el Salón de las Letras.Desde el punto de vista gastronómico, el destacado chef Willy Moya se encuentra tras los fogones del restaurante Lobo 8, cuya carta está inspirada en las cocinas tradicionales, y del lobby bar del vestíbulo LobByto.	40.415962500000	-3.699661000000	Alojamientos	Calle	Echegaray	 8	28014
VP Plaza España Design	Situado en la Plaza de España, a pocos metros del Palacio Real, la Catedral de la Almudena y el Templo de Debod, este hotel de cinco estrellas de la cadena VP es el buque insignia de la firma hotelera, debido a su exclusivo y contemporáneo diseño interior. Entre sus principales reclamos se encuentra el Ginkgo Sky Bar, en su planta 12, desde el que se puede disfrutar de unas increíbles vistas de la ciudad.El hotel cuenta con 214 amplias habitaciones, de 9 tipologías distintas para adaptarse a todos los gustos, parking propio, centro de bienestar, piscina exterior, gimnasio, el restaurante Botania (del grupo Larrumba) y más de 1.400 metros cuadrados en salones de reuniones para organizar todo tipo de eventos, congresos y convenciones.Los espacios han sido decorados con un marcado acento artístico, con múltiples pinturas de reconocidos artistas de prestigio adornando las paredes.El Ginkgo Sky Bar puede ser visitado por cualquier persona que lo desee, esté o no alojada en el hotel, y en él se puede comer, cenar o degustar exquisitos cócteles mientras se contempla el skyline madrileño, cualquier día del año.	40.422704185855	-3.711751553711	Alojamientos	Calle	de España	 5	28008
Hotel Dome Madrid	Este hotel de cuatro estrellas se encuentra al norte de Madrid, en la zona de las Tablas, próximo a la zona empresarial de la ciudad, lo que le convierte en un alojamiento perfecto para los ejecutivos que acuden a la capital por motivos de trabajo. Cuenta con un Centro de Congresos y Convenciones donde poder organizar todo tipo de eventos, así como salas multifuncionales y terrazas al aire libre.El Hotel Dome dispone de 255 habitaciones confortables, gimnasio, piscina en terraza de 1.000 metros cuadrados, wifi gratuito, parking privado (previa reserva online) y un servicio de transfer de recogida y traslado al aeropuerto. Los fines de semana, además, pueden acercar gratuitamente a los clientes al Santiago Bernabéu. El hall del hotel acoge de manera permanente una exposición de coches clásicos y deportivos.	40.513148500000	-3.678075400000	Alojamientos	Calle	de Fuencarral a Alcobendas	 km 8	28050
Vitium Urban Suites	Este vanguardista y cosmopolita hostal goza de una situación privilegiada, en pleno centro de la ciudad, desde donde poder disfrutar de la mejor oferta de ocio y gastronómica de Madrid. Cada detalle se cuida al máximo en unos espacios acogedores y de diseño.Desde sus modernas habitaciones, todas exteriores, se puede disfrutar de las últimas comodidades, como aire acondicionado, minibar, WIFI, televisión LED y caja fuerte, entre otros, así como de unas estupendas vistas de la ciudad. Las suites de lujo se caracterizan por las formas limpias y rectas, además de su luminosidad y estilismo.El simbolismo utilizado para la decoración de cada habitación se ha basado en la representación de los 7 pecados capitales, logrando espacios divertidos y originales.	40.422417300000	-3.709642800000	Alojamientos	Calle	Gran Vía	 61	28013
Bungalows Camping Alpha Madrid	Situado a 12 kilómetros del centro de Madrid se encuentra este camping, vecino del famoso Cerro de los Ángeles (centro geográfico de la Península Ibérica), desde el que se puede disfrutar de unas buenas vistas del skyline madrileño.El camping cuenta con bungalows completamente equipados, piscina para adultos e infantil, parque infantil, zonas deportivas, sala de internet y una zona destinada para realizar barbacoas de manera segura. También dispone de un bar – restaurante, un supermercado y varias instalaciones de aseo, adaptadas para personas con movilidad reducida.	40.317133566771	-3.688960075378	Alojamientos	Calle	de la Calidad	0	28906
Hyatt Centric Gran Vía Madrid	Este hotel de cinco estrellas, inaugurado en diciembre de 2017, se suma a la gran oferta hotelera de la Gran Vía madrileña. El establecimiento aspira a convertirse en el buque insignia de la firma estadounidense en Europa.El hotel se encuentra en un edificio art-deco de 1920 de diez plantas, totalmente reformado. Cuenta con 159 habitaciones, 16 de las cuales son suites con impresionantes vistas a la Gran Vía, decoradas con piezas inspiradas en la cultura popular madrileña, como guitarras españolas, el estampado de pata de gallo en las cortinas y alfombras y la iconografía de las obras del pintor madrileño Juan Gris.Dispone de salas de reuniones equipadas con la última tecnología, gimnasio, servicio de comida para llevar, servicio de conserje, personal multilingüe, lavandería y tintorería.En el primer piso se encuentra el restaurante Hielo y Carbón, fusion de cocina peruana y española. En la planta baja, el local Ondas ofrece una vermutería y una cafeteria. Desde el bar Vía Fantástica, situado en la azotea, se puede tomar una copa mientras se disfruta de buenas vistas de la ciudad. 	40.419988600000	-3.703756100000	Alojamientos	Calle	Gran Vía	 31	28013
La Casa de los Horrores	Pasar miedo cerca de Madrid es posible gracias a esta casa rural temática próxima a la localidad de Aranjuez, situada en mitad del campo, en la que un mundo lleno de terror, sustos y sorpresas esperan a los visitantes que se atrevan a alojarse en ella.Este alojamiento permite disfrutar de un fin de semana diferente en el que está todo preparado para pasarlo bien, con cena, espectáculo, desayuno, bebidas y música. Desde la llegada a la salida no habrá un momento de descanso y la diversión está garantizada.La casa cuenta con aforo para 26 personas, distribuidas en 10 habitaciones dobles y 6 camas supletorias. Las habitaciones cuentan con baño propio, sábanas, toallas, calefacción y tv. Además hay cocina, chimenea y dos salones independientes.	39.938723048330	-3.786463737488	Alojamientos	Calle	de Villamejor	0	28300
Axel Hotel Madrid	El popular Barrio de las Letras acoge este hotel de la cadena Axel, situado en la calle Atocha. Un alojamiento con estilo, diseño, confort y ambiente cosmopolita, orientado al público gay pero con un marcado espíritu heterofriendly y urbano.Sus 88 habitaciones están equipadas y decoradas con un estilo vanguardista, moderno y divertido, inspirado en la movida madrileña de los años 80. Además, dispone de gimnasio y sauna y de una magnífica azotea desde la que poder disfrutar del skyline madrileño tomando una copa o dándose un baño en la piscina.La oferta gastronómica corre a cargo del restaurante Las chicas, los chicos y los maniquís, en los que los platos y bebidas poseen un toque atrevido, elaborados con buenos productos y presentaciones seductoras.	40.413361264672	-3.700584769249	Alojamientos	Calle	Atocha	 49	28012
Hotel Círculo Gran Vía, Autograph Collection	Este lujoso hotel de cinco estrellas, exclusivo para adultos, se integra en el edificio del Casino Gran Vía Madrid, antigua sede del Círculo Mercantil e Industrial de la ciudad. Situado en pleno centro de la capital, supone la tercera incorporación al portfolio Autograph -una de las cadenas de lujo de Marriott– junto a los conocidos AC Santo Mauro y AC Palacio del Retiro.El hotel, enclavado en un magnífico edificio neoclásico, cuenta con 71 habitaciones, fitness room, 3 salas de reuniones, conexión Wi-Fi gratuita y espacios singulares como su espectacular terraza.Cuenta con una excelente ubicación, perfecto para descubrir las principales atracciones de la ciudad ya que se encuentra a escasos metros de la Plaza Mayor, la Puerta del Sol o el Palacio Real y a 17 kms del aeropuerto. El hotel es 100% libre de humo.	40.420109700000	-3.700832200000	Alojamientos	Calle	Gran Vía	 24	28013
Barceló Torre de Madrid	Situado en la Torre de Madrid, en la Plaza de España, este moderno hotel de cinco estrellas cuenta con una de las ubicaciones más privilegiadas de la ciudad, céntrica como pocas y con excelentes vistas tanto de la Gran Vía como del Palacio Real y la Casa de Campo.Barceló Torre de Madrid está situado en uno de los rascacielos históricos de Madrid, del que ocupa sus nueve primeras plantas. Cuenta con 258 habitaciones totalmente equipadas, que combinan modernidad y diseño. Dispone de instalaciones de primer nivel, como Garra, un sofisticado bar en la planta baja, Somos, un restaurante de alta cocina, salas de reuniones y una ‘zona wellness’ con gimnasio. 	40.424369600000	-3.712326200000	Alojamientos	Calle	de España	 18	28008
Ibis Madrid Centro Las Ventas	Al lado de la calle de Alcalá y frente al coso taurino madrileño, se encuentra este hotel del grupo Ibis. Un alojamiento perfecto para el turista gracias a su buena comunicacion con medios de transporte públicos (metro y autobuses) y a la cercanía del barrio de Salamanca. El hotel cuenta con 112 habitaciones modernas, silenciosas y algunas de ellas con fantásticas vistas, equipadas con la nueva generación de camas “Sweet Bed By Ibis”.Entre sus servicios se encuentra el desayuno buffet, snack/bar 24h o wifi gratuito, así como está adaptado para personas con movilidad reducida. 	40.430615637390	-3.664230108261	Alojamientos	Calle	Julio Camba	 1	28028
The Walt Madrid	Situado en el corazón de Madrid y a tan sólo 150 metros de la Gran Vía, The Walt Madrid es un cómodo Bed &Breakfast urbano que se caracteriza por su servicio y hospitalidad.Cuenta con 30 habitaciones, algunas con terrazas privadas, todas ellas elegantemente decoradas. Las 3 suites familiares constan de cocina americana, mesa comedor y sofá cama.The Walt Madrid dispone de un moderno bar, Bob’s, donde poder tomar vinos españoles seleccionados, licores, zumos frescos y bebidas calientes. Se sirven tapas ligeras durante todo el día y la noche. Los huéspedes tienen acceso a una terraza privada e íntima al aire libre durante los meses de verano.Además, para los clientes cuentan con precios especiales en un gimnasio cercano, el Gymage Lounge Resort, así como en un parking situado junto al hostal. El servicio de lavandería y el de traslado, para y desde el aeropuerto, están disponibles bajo petición. 	40.421159972462	-3.702924996615	Alojamientos	Calle	del Barco	 3	28004
