Nombre	Descripcion	Latitud	Longitud	Tipo	Clase_vial	Nombre_vial	Numero_vial	Codigo_postal
Palacio de Cristal de la Arganzuela: Invernadero	El Invernadero de Arganzuela está situado en el Paseo de la Chopera, junto al río Manzanares. Es un edificio que forma parte del conjunto arquitectónico del histórico Matadero Municipal y del Mercado de Ganados. Fue proyectado y construido por el arquitecto Don Luis Bellido y González entre los años 1908 y 1928. Este recinto es conocido popularmente como 'Nave de las Patatas' y fue restaurado y rehabilitado para su uso como Invernadero en el año 1992. La remodelación del edificio le ha situado en una posición de relevancia dentro de la arquitectura industrial. Se tomó como modelo los valiosos invernaderos decimonónicos contenidos en los parques de Viena o Londres, así como toda la Arquitectura del Hierro representativa del s. XIX. El Invernadero Palacio de Cristal, está distribuido en un escenario central y cuatro espacios cerrados que representan microclimas diferentes, albergando cuatro clases diferentes de plantas: dos tropicales, uno subtropical y uno desértico. También dispone de láminas de agua, fuentes, rías y acuarios poblados de peces de diferente hábitat.	40.3933877847248	-3.698565632659468	Parques	PASEO	CHOPERA	10	28045
Parque Agustín Rodríguez Sahagún	El Parque Agustín Rodríguez Sahagún ocupa una gran extensión de 18 hectáreas. Está compuesto principalmente por praderas y una gran variedad de especies arbóreas, tanto frondosas como coníferas. Está dotado de varias zonas estanciales, áreas infantiles, de mayores y caninas. A lo largo de su superficie se distribuyen diferentes instalaciones deportivas, entre ellas un campo de fútbol reglado. El parque tiene una fuente ornamental en la que se ha incorporado un reloj de agua. Asimismo, dispone de un auditorio y  un carril bici  transcurre por gran parte de su superficie. La zona verde más antigua del parque está ubicada entre la calle Marqués de Viana y la calle Capitán Blanco Argibay y anteriormente se llamaba Parque de la Huerta del Obispo.  .	40.47022952429582	-3.7038792453996385	Parques	PASEO	DIRECCION	301	28029
Parque Alcalde Jesús Pérez Quijano	Zona verde localizada en el distrito de Vicálvaro que discurre paralela a la M-40. Posee zonas deportivas para mayores, zonas infantiles y un largo carril bici que lo recorre. En 2020 se ha remodelado creando nuevos paseos y caminos, dotado de más espacios ajardinados, más áreas caninas y mejorado los sistemas de riego y drenaje. Dispone de un circuito que atraviesa el parque de sur a norte y del que nacen caminos secundarios que conectan con las diferentes dotaciones: áreas infantiles, caninas, deportivas o estanciales.   Para aislar de los efectos negativos que genera el tráfico de la M-40, se ha realizado una plantación lineal a modo de pantalla vegetal. Esta cortina verde de 700 metros es de doble alineación. La primera fila la ocupan cipreses, un arbolado de hoja perenne y crecimiento rápido y la segunda arbustos de buen porte y desarrollo frondoso como arces rojos, tuyas orientales y azahares de China. Esta pantalla, además de proteger de la contaminación atmosférica y visual, sirve de guía y orientación a los vecinos, ya que permite identificar el perímetro del parque. En mayo de 2018 la Junta de Gobierno de la Ciudad aprobó el cambio de denominación para homenajear a Jesús Pérez Quijano, alcalde de Vicálvaro cuando era municipio independiente de Madrid. Hasta ese momento era el Parque Valdebernardo M-40.  Otras denominaciones: Parque Norte de Valdebernardo	40.40418961057298	-3.622901144863193	Parques	CALLE	LADERA DE LOS ALMENDROS	0	28032
Parque Alfredo Kraus	El parque Alfredo Kraus se encuentra localizado entre la calle Mar Adriático y Ayacucho, muy cerca de la glorieta de Mar de Cristal. Es un parque familiar, que cuenta con una superficie de 3,8 hectáreas, repartida entre zonas ajardinadas -1100 m2 de césped y más de 800 árboles-, 3 áreas de recreo y grandes avenidas pavimentadas. Periódicamente, este parque acoge diversos mercados locales y eventos.	40.47098300036034	-3.6393251567222045	Parques	CALLE	MAR ADRIATICO	5	28033
Parque Almansa	Parque emblemático de la zona al ser uno de los más antiguos del distrito. Se compone de arbolado maduro y de parterres de césped abundantes	4477867	40.449252672650985	Parques	ALMANSA	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=667c1544198be210VgnVCM2000000c205a0aRCRD	V	MADRID
Parque Aluche	El Parque de Aluche está situado en el centro del barrio, al que divide de norte a sur. Se inauguró el 25 de julio de 1973. Presenta dos zonas separadas por la calle Illescas. En la franja sur se ubica una ría que sigue el cauce del antiguo arroyo de Aluche, y en sus alrededores se sitúan bloques de granito traídos de la sierra de Guadarrama. En el parque existen diversas instalaciones deportivas, entre las que se encuentran campos de fútbol, baloncesto, pista de patinaje y de petanca, así como espacios para juegos infantiles y un área canina en la zona norte. También dispone de un auditorio.   La vegetación arbórea es variada, distribuida en rodales de pinos y franjas de chopos, liquidámbar y carpes formando pantallas exteriores. Bordeando la ría y en zonas estanciales hay otras especies como cedros, cipreses, ginkgos, álamos, acacias, tilos, etc.   En el lateral correspondiente a la calle Valmojado, discurre un tramo de carril bici.	40.394320359418835	-3.7592814565910553	Parques	CALLE	TEMBLEQUE	45	28024
Parque Aluche - Poblados	Parque muy céntrico del distrito que cuenta con mucha sombra, agradables zonas de descanso, praderas, fuentes, fútbol sala, zonas infantiles y petancas.	40.38543450752234	-3.765190215590101	Parques	CALLE	GUAREÑA	22	28044
Parque Alzola	Este parque se encuentra localizado entre la Avenida Rafaela Ybarra y la calle Guetaria, cuenta con praderas de césped y macizos arbustivos y en su parte lateral tiene una amplia zona terriza con arbolado. Las distintas partes del parque se encuentran comunicadas mediante un camino principal de adoquín que lo atraviesa de un extremo a otro. Cuenta en su parte central con una zona infantil cercana a una plaza estancial rodeada de rosales.	40.36716919688689	-3.7136655626692887	Parques	CALLE	BEASAIN	2	28041
Parque Antonio Pirala	Este parque, cuyo diseño corrió a cargo de la arquitecta Myriam Silber Brodsky, fue galardonado en el año 1995 con el premio Alhambra de la Asociación española de Parques y Jardines Públicos. Está situado en las confluencias de la calle Alcalá con el Puente de Ventas y la M-30 y una plaza aledaña en C/ Santiago Massarnaú. Se divide en varias zonas claramente diferenciadas:  Una escalinata conformada por varios tramos con una fuente ornamental en uno de los lados, plantaciones en jardineras de ladrillo y árboles dispuestos en cuadrícula, cuyo entramado se encuentra rodeado de acequias y que desemboca en un área de juegos infantiles y mesas de ajedrez y una segunda fuente ornamental en forma de pirámide truncada escalonada, con parterres que disponen de numerosos bancos. Un área canina que da paso a varias pistas polideportivas rodeadas de plantaciones de diversas especies. Una pequeña zona forestal que finaliza en una pasarela.	40.428652595625735	-3.659649292346212	Parques	CALLE	ANTONIO PIRALA	8	28017
Parque Anunciación	Pequeño parque urbano con estancia de juegos infantiles. Destacan en él sus praderas y sus cedros de gran porte.	40.41192841997151	-3.67583331713166	Parques	CALLE	ANUNCIACION	1	28009
Parque Arquitecto Antonio Palacios	El diseño del parque se basa en círculos concéntricos alrededor de las dos zonas más elevadas. En los taludes de una de estas zonas se encuentran varias especies de Juniperus, mientras que los de la otra están tapizados por pradera. En cada círculo aparece una tipología diferente: terrizo, árboles y árboles con arbusto asociado. Dispone de una zona infantil rodeada de pinos de gran porte, destacando uno de ellos al que se le ha creado una jardinería para realzar su valor. En el parque Arquitecto Antonio Palacios hay una glorieta circular en cuyo centro se ubica una escultura de acero de tres piezas verticales.	40.43847239256322	-3.6087501533089923	Parques	CALLE	FENELON	17	28022
