Nombre	Descripcion	Latitud	Longitud	Tipo	Clase_vial	Nombre_vial	Numero_vial	Codigo_postal
Blackhaus	Este exclusivo y elegante local de ocio nocturno destaca por ser un espacio multifuncional y versátil, compuesto por una discoteca con distintos ambientes y salas de diseño, restaurante y coctelería, varias terrazas y un amplio parking de 14 000 m2, con servicio de aparcacoches. Dada su disposición, es un lugar perfecto para eventos corporativos y celebraciones.En la Main Room se celebran distintas sesiones de miércoles a domingo. En su restaurante se puede disfrutar de una propuesta gastronómica de alta cocina, opciones saludables, sushi y postres sin gluten, desde el 15 de mayo al 31 de octubre. En verano, su terraza es una de las mejores opciones para vivir la noche madrileña.	40.461347600000	-3.766332700000	Clubs	Calle	de la Coruña	 km 8.700	28023
Panda Club Madrid	Situada junto a Nuevos Ministerios y el Paseo de la Castellana, esta sala de referencia de la noche madrileña cuenta con sesiones con una gran variedad musical, desde el reggaeton al techno house, pasando por la música electrónica y más comercial del momento, de la mano de djs reconocidos, como Alexander Som, Luiggi Nieto y KPD, entre otros.Panda Club dispone también de un restaurante en el que se puede disfrutar de una carta mediterránea con toques asiáticos. A mitad de la noche, además, hay un servicio gratuito de comida para los clientes.La discoteca se divide en dos zonas con distintos estilos musicales, reservados situados a ambos lados de la pista central y reservados V.I.P, junto a la cabina del DJ. Para eventos privados disponen de un espacio exclusivo independiente del resto de la sala.La decoración es de inspiración underground, aunque elegante y sofisticada como un club londinense. Se exige un código de vestimenta para poder entrar.	40.448151900000	-3.695981400000	Clubs	Calle	de Hernani	 75	28020
Bling Bling	Justo al lado del Museo de Cera se encuentra esta sofisticada discoteca, que ya cuenta con otro exitoso local en Barcelona, en la que se puede disfrutar del ocio nocturno de alto standing. Su responsable es el grupo Costa Este, artífices de Opium Madrid, otro de los clubes más destacados de la noche madrileña.El local, situado donde antes estuvo el club HOT, cuenta con dos plantas y se divide en tres ambientes musicales diferenciados: reggaetón, house y éxitos de radiofórmula. A lo largo de la semana se desarrollan fiestas temáticas.	40.425360400000	-3.691774400000	Clubs	Calle	de Génova	 28	28004
Hangar 48	En plena calle de Bailén, en el Barrio de la Latina y próximo a Las Vistillas, se encuentra esta sala de grandes dimensiones que combina música en directo, arte y performance bajo el mismo techo.En Hangar 48 se dan cita bandas emergentes y grupos consagrados. Al ser un espacio versátil, se pueden crear espectáculos a medida. De madrugada, el equipo de DJ&#39;s pincha grandes éxitos de todos los tiempos.	40.411396300000	-3.714041100000	Clubs	Calle	de Bailén	 24	28005
Blackbird Rock Bar	Situado en el Barrio de las Letras, este bar de copas ofrece música en directo todos los días de la semana, desde rock & roll al country, pasando por el blues, el soul y el pop –rock.El local dispone de varias mesas para poder tomar algo sentado mientras se disfruta del concierto. Los colores negro y rojo predominan en su decoración, con las paredes vestidas con múltiples fotografías de reconocidos artistas internacionales así como instrumentos musicales.Entre los artistas que han actuado en su escenario se encuentran Edu Manazas, Greg Izor, Lele Laina, Miguel Oñate, Chino Banzai, Leonor Marchesi, Mercedes Ferrer, Pablo Martín, Armando de Castro, Julián Kanevsky, Gabi Boente, David Salvador y Pedro Girón.	40.413687000000	-3.699630000000	Clubs	Calle	de las Huertas	 22	28014
Tacones Manoli	CERRADO AL PÚBLICO HASTA NUEVO AVISO PARA LA CONTENCIÓN DE LA TRANSMISIÓN DEL CORONAVIRUS.Tacones Manoli participa en el espacio al aire libre Abre Madrid, en Feria de Madrid - Ifema, viernes y sábados desde el 17 de julio, junto a Uñas Chung Lee y Medias Puri.La productora LetsGo, promotora de Medias Puri y Uñas Chung Lee, es la artífice de este espectáculo clandestino inmersivo, que se inspira en experiencias teatrales internacionales que triunfan en el resto del mundo, adaptándolo a su propio universo. Se trata de un viaje al universo lorquiano con toques flamencos, que combina baile, canto, música y teatro gestual, en el que el espectador también cuenta con su papel.Tacones Manoli se ubica en un antiguo palacio de la calle de la Bolsa, en pleno centro de Madrid. El público, ataviado con una máscara, recorre libremente sus tres plantas, compuestas por varias estancias y escenas diferentes protagonizadas por personajes inspirados en la obra La casa de Bernarda Alba, de Federico García Lorca. Cada persona puede tener, de esta manera, su propia experiencia.El espectáculo tiene una duración de unas dos horas, aproximadamente, y durante su desarrollo se servirá comida y bebida a los espectadores.Detrás de este proyecto se encuentra un equipo creativo formado por Felype de Lima, responsable de la dirección artística, escenografía y vestuario (Premio Max 2015 al Mejor Diseño de Vestuario) y Manuel Liñán, coreógrafo de reconocido prestigio que ha sido distinguido con varios galardones, entre los que destaca el Premio Nacional de Danza 2017. 	40.415105600000	-3.705021000000	Clubs	Calle	de la Bolsa	 12	28012
Uñas Chung Lee	CERRADO AL PÚBLICO HASTA NUEVO AVISO PARA LA CONTENCIÓN DE LA TRANSMISIÓN DEL CORONAVIRUS.Uñas Chung Lee participa en el espacio al aire libre Abre Madrid, en Feria de Madrid - Ifema, viernes y sábados desde el 17 de julio, junto a Medias Puri y Tacones Manoli.De la mano de la productora y promotora de espectáculos LetsGo Company, artífice de la saga The Hole y del local de moda Medias Puri, este espacio de ocio nocturno, que repite la fórmula de club pseudoclandestino, ofrece la posibilidad de vivir una experiencia alocada y divertida gracias a sus espectáculos inspirados en el lejano oriente, a su variada propuesta musical y a su estética asiática - futurista.Nada más entrar en Uñas Chung Lee el visitante se encuentra con un local de manicura al uso, donde, efectivamente, se pueden hacer las uñas en su nail spa. Hacia el fondo se encuentra el acceso a la discoteca, en la que se puede bailar al ritmo de los grandes éxitos musicales de ayer y de hoy, disfrutar de las acrobacias y coreografías de sus bailarines y actores e, incluso, demostrar las dotes de cantante en un karaoke coreano.	40.436191600000	-3.716261000000	Clubs	Calle	Hilarión Eslava	 38	28015
Lola 09	Donde antes estuvo el restaurante Olé Lola ahora se encuentra este local que, bajo la misma dirección, ha dado un cambio radical a su oferta y estética, convirtiéndose en un espacio cosmopolita, moderno y desenfadado, donde se puede disfrutar de una variada coctelería así como de una oferta gastronómica en forma de raciones y algunos platos más elaborados.Lola 09 se define como tasca chill, un espacio polivalente donde disfrutar de la cocina española con un toque de autor, a la par que de un cóctel o una copa, así como de buena música. Además, todos los meses se organizan sesiones de intercambio de idiomas, los jueves se programan sesiones musicales con todo tipo de ritmosEl chef Gabriel Cabestany es el encargado de una carta que bebe de los sabores y aromas de distintas parte del mundo. El barman Carlos Vega ofrece una interesante variedad de cócteles y tragos Premium. 	40.425982915616	-3.698084950447	Clubs	Calle	de San Mateo	 28	28004
Barehuä	Próximo a la Plaza de Santa Ana, en el corazón del Barrio de las Letras, este pequeño local fundado por la venezolana Patricia Gonzalo presenta un concepto de restauración que combina alimentos extranjeros con productos nacionales, consiguiendo una fusión de sabores venezolanos y franceses.Barehuä permite disfrutar de la pastelería francesa combinada con ingredientes como la parchita o la guayaba, o saborear sándwiches con pernil de cochino con pimiento de piquillo o croquetas de jojoto. Entre semana, de martes a viernes, disponen de menú del día.El local cuenta con varias mesas en el interior y una pequeña terraza.	40.413258600000	-3.699071900000	Clubs	Calle	del Leon	 23	28014
Lucky Dragon	En el lugar en el que estuvo El Fabuloso, de Silvia Superstar, se encuentra este local nocturno de Malasaña, regentado también por la artista. Decoración impactante, música divertida y un karaoke con canciones en chino y castellano son algunas de sus principales bazas para destacar entre el ocio nocturno madrileño.El local está inspirado en un callejón de Chinatown, con farolillos chinos, neones y muchos dragones en su planta principal. En la planta inferior la decoración recuerda a los clubs privados de Beijing, con telas de Damasco doradas y murales que recuerdan el Imperio Mandarín, en la que se encuentra el karaoke. En ambas plantas hay mesa de Dj.La música que se suele pinchar son temas disco, salsa, italo-disco, y house.	40.421911000000	-3.705841200000	Clubs	Calle	Estrella	 2	28004
Sweet Dreams El Viso	El barrio de El Viso, en Chamartín, acoge este bar de copas en el que se celebran actuaciones musicales en directo y divertidas sesiones de DJ’s, aderezadas con productos de calidad.El local se divide en dos plantas que están decoradas de manera elegante y con clase, pero con el toque gamberro de los años 80. Cada detalle está cuidado al máximo, fusionando el diseño más innovador con la comodidad.Sweet Dreams El Viso también es una buena opción como afterwork, para comenzar la fiesta desde por la tarde y enlazar con las noches, así como para celebrar eventos privados.	40.446187900000	-3.686556500000	Clubs	Calle	de Joaquín Costa	 27	28002
Terraza Hotel Emperador	Situada en la décima planta del Hotel Emperador, desde esta terraza se consigue una perspectiva inigualable de la Gran Vía madrileña. Renovada por el arquitecto Nacho García de Vinuesa, este espacio abre durante todo el año, ya que cuenta con zonas climatizadas y acondicionadas para el frío y la lluvia.Durante la temporada de primavera – verano, se convierte en un elegante beach club durante el día, gracias a su gran piscina, que data de 1948. La propuesta gastronómica corre a cargo de su restaurante snack bar, compuesta de platos frescos y veraniegos. Abierta al público en general, con el precio de la entrada se incluye 1 toalla, una tumbona y una copa.Por las tardes, se convierte en un cóctel bar de autor desde el que poder disfrutar de los mejores atardeceres de Madrid con un combinado elaborado por el barman internacional Luca Anastasio.El hotel Emperador ofrece, además, una visita guiada en la terraza todos los miércoles (previa reserva), en la que un guía oficial explica a los visitantes los lugares más emblemáticos que se divisan desde la azotea, así como la particular historia del hotel y el espacio sobre el que se eleva en la Gran Vía.	40.421403986570	-3.708128482103	Clubs	Calle	Gran Vía	 53	28013
La Virgen 154	La unión de Cervezas La Virgen y Kitchen 154 ha dado como resultado este establecimiento en el que se puede disfrutar de cerveza artesanal y de cocina asiática callejera en el corazón de Chamberí, muy cerca de la popular calle Ponzano, conocida por la variedad y calidad de sus restaurantes.Situado en lo que fue un garaje, el local cuenta con una gran barra, la cocina vista y con 4 grandes mesas corridas con un aforo próximo a los 100 comensales, semejante a los grandes cafés de Malasia y Singapur.La carta incluye platos sorprendentes a buen precio, de entre los que destacan las costillas coreanas y los siao mai, dumplings chinos en versión malaya.	40.438697100000	-3.700979600000	Clubs	Calle	de José Abascal	 11	28003
Sala 0 (Palacio de la Prensa)	Situada en el local donde se encontraba la discoteca Bash, en los bajos de los cines Palacio de la Prensa, la Sala 0 se ha convertido en uno de los espacios madrileños de referencia de la música en vivo, gracias a su participación en el proyecto SON ESTRELLA GALICIA, que apuesta por la música independiente, con estilos tan diversos como el pop, el rock o la electrónica.La sala, que cuenta con un aforo para 390 personas, acoge también diferentes sesiones de DJ’s.	40.420534400000	-3.705843500000	Clubs	Calle	Gran Vía	 46	28013
La cueva de Lola	Este restaurante, situado a pocos metros de la calle Bailén y Las Vistillas, en pleno corazón de La Latina, ofrece un espectáculo flamenco de más de una hora de duración, con cante, baile y guitarra interpretado por un gran elenco de artistas consagrados dentro y fuera de España. Dispone de un menú de cena compuesto por entrantes, plato principal, postre y bebida, que se degusta antes del espectáculo. También se puede asistir directamente al show con una bebida incluida en la entrada.	40.412113500000	-3.711784400000	Clubs	Calle	de los Mancebos	 2	28005
Oh My Club	Enmarcado en el distrito de Tetuán, muy cerca del Paseo de la Castellana y de la zona financiera de Madrid, este local ofrece la posibilidad de disfrutar del ocio nocturno madrileño desde la cena hasta las últimas copas de la madrugada, todo ello aderezado con una interesante propuesta gastronómica y espectáculos musicales.Oh My Club dispone de 1.250 metros cuadrados, presentados como un jardín invertido que integra la última tecnología, realidad virtual y un techo topográfico con efecto de olas.La carta, elaborada por el chef Jorge Baeza, mezcla las mejores recetas de la cocina mediterránea con los platos de tradición oriental.	40.462761000000	-3.692955000000	Clubs	Calle	de Rosario Pino	 14	28020
Estupenda Café Bar	El barrio de Malasaña acoge este curioso local cuya decoración está basada en la famosa serie de televisión de David Lynch, Twin Peaks. Silvia Superstar, cantante del grupo Killer Barbies, renueva su antiguo local, el Coconut Bar, y lo convierte en Estupenda Café Bar. Este lugar ofrece la posibilidad de saborear tartas caseras, perritos calientes, batidos o cócteles a diario, desde el mediodía hasta la madrugada. También cuentan con sesiones de Dj’s, sesiones de cine y monólogos.El local se divide en dos plantas. La primera recrea el Double R Diner, el café de la famosa serie de televisión, desde la indumentaria de las camareras hasta el más mínimo detalle está plasmado en su decoración. La planta inferior, está inspirada en la Red Room, con luces rojas y cortinas aterciopeladas y el escenario Roadhouse, donde hay hasta un pequeño altar dedicado a Laura Palmer.La carta recuerda también los platos presentes en Twin Peaks, con sus tartas caseras, como la famosa cherry pie.	40.422639500000	-3.704583800000	Clubs	Calle	de San Roque	 14	28004
Catarsis	De la mano del grupo Larrumba y liderada por los bartenders Carlos Moreno y Raquel Espolio, esta coctelería situada en la popular calle Ponzano, conocida por su gran oferta de restauración, ofrece una carta con más de 25 cócteles, con clásicos de Larrumba como Burbujas de Pasión, Recuerdos del Pasado o Mi cuerpo pide salsa y nuevas incorporaciones como El Baúl de Pancho Villa, Carlos Llévame en tu Bicicleta o La Vuelta Al Mundo en un Gin Fizz.	40.437770300000	-3.699213700000	Clubs	Calle	de Ponzano	 14	28010
Misericordia The Club	En los bajos de la Taberna Bandido, en el corazón del Paseo del Arte, se encuentra este local clandestino al que se accede a través de un acceso secreto, gracias a una de las 200 llaves disponibles. En él se puede disfrutar de música pinchada por un dj mientras se toma una copa.El local ha sido decorado por Inés Benavides, al igual que la Taberna Bandido. Su interiorismo recuerda a los speakeasy berlineses o neoyorquinos, así como también cuenta con motivos propios de la movida madrileña.	40.421960000000	-3.690007800000	Clubs	Calle	del Cid	 1	28001
La Cúpula de Florida Retiro	Situado en la mítica sala de fiestas Florida Retiro, este espacio es una zona de copas en la que se puede disfrutar de los selectos cócteles diseñados por el bartender Miguel Angel Jiménez. Abre los viernes y sábados desde las 22:00 h hasta las 5 de la madrugada.La Cúpula dispone de espacios privados, mesas VIP y música española, todo ello en un entorno agradable.Florida Retiro es un moderno multiespacio dedicado al ocio y la restauración, del que son especialmente conocidas sus cenas con espectáculo.	40.418086748305	-3.680098056793	Clubs	Calle	de Panamá s/n	0	28009
The Wild Pig	Este pub del barrio de Malasaña fusiona dos conceptos muy diferentes: la alta coctelería y la pizza al taglio o pizza rústica al corte. El local disfruta de una decoración urbana, de música ambiente muy estudiada, y de una gran variedad de cócteles, desde los clásicos hasta los más innovadores.Las pizzas que sirven destacan por su calidad, con una masa ligeramente crujiente y esponjosa y con productos frescos que no se congelan. No hay carta de pizzas, sino que varían en función de los productos disponibles.	40.421604500000	-3.703456600000	Clubs	Calle	Ballesta	 10	28004
Rêver Club	En pleno centro del barrio de Chamberí, este club teatro cabaret de decoración impresionista evoca la diversión de los antiguos cabarets de París de finales del s. XIX y principios del XX. A lo largo de su gran escalera se desarrollan distintas performances de drag Queens amenizadas con piano y música que recorre desde los años 60 a 90 del siglo pasado.El local dispone de 130 metros cuadrados en los que poder disfrutar de las primeras copas de la noche. Cuenta con un sofisticado servicio en mesa y se pueden celebrar fiestas privadas y eventos de todo tipo, con un aforo para 100 personas.En su oferta musical destaca el Ciclo de Grandes Artistas Desconocidos, en el que todos los miércoles actuarán nuevas promesas de la música. Los jueves los asistentes pueden ser el Dj de la fiesta con las noches Hoy Pinchas Tú. Los domingos será el momento de disfrutar de la música electrónica.	40.429232700000	-3.698499700000	Clubs	Calle	Manuel Silvela	 6	28010
Chocolatería Churrería Antonio	Desde 1935 esta tradicional chocolatería – churrería de Vallecas sirve a diario, excepto los lunes, deliciosos desayunos con el chocolate con churros como protagonista. Esta churrería ofrece churros y porras de gran calidad, elaborados con las mejores materias primas.Otra de sus creaciones estrella son los buñuelos, postre tradicional de la Semana Santa, que se pueden degustar los miércoles de todo el año, así como las ranas, porras abiertas con anís y azúcar.	40.379378658363	-3.622418493033	Clubs	Calle	Sierra Vieja	 75	28031
Adorado Café & Bar	Con nueve locales en Argentina, esta cafetería - bar del barrio de Lavapiés es la primera apuesta internacional de un grupo que ofrece interesantes propuestas gastronómicas elaboradas con materias primas frescas y de gran calidad, disponibles a lo largo de todo el día. Todo ello en un espacio en el que se busca que los clientes se sientan como en casa.El amplio local está decorado de manera acogedora, creando un atmósfera relajada perfecta para reunirse con amigos o familia y charlar. Tiene un aforo para 60 comensales repartidos entre el salón principal, la entrada y la terraza semi – cubierta. Como dato interesante, el establecimiento permite la entrada de perros.La carta muestra una perfecta fusión entre la cocina española y argentina, que se puede disfrutar a través de múltiples opciones de desayuno, platos para picar, sándwiches, ensaladas o platos especiales para vegetarianos, entre otros.Adorado Café & Bar cuenta con otro local en Madrid, en la Calle de Recoletos, 11.	40.410621900000	-3.704693400000	Clubs	Calle	del Mesón de Paredes	 22	28012
Gran Clavel	Situado en el Hotel Iberostar Las Letras, este espacio gastronómico del jefe de cocina Rafael Cordón permite disfrutar de una casa de comidas castiza, una vermutería y un bar de vinos en un mismo local que destaca tanto por su excelente ubicación, en plena Gran Vía, y su cuidada decoración.Los tres espacios, aunque diferenciados, cuentan con una iluminación clara y acogedora, con paredes y columnas pintadas de color verde, y sillas y sillones de tonos marrones anaranjados. Cada mesa está presidida por un clavel rojo.En Gran Clavel se puede desayunar, comer de menú, tapear o tomar unos vinos, todo ello con la gastronomía madrileña como referencia.	40.419610104870	-3.699635267258	Clubs	Calle	Gran Vía	 11	28013
La Ciudad Invisible	A medio camino entre Callao y Ópera se encuentra esta librería – cafetería en la que lo mismo se puede disfrutar de un café o una copa con los amigos que comer, cenar, merendar, asistir a eventos públicos o privados, así como comprar, consultar o prestar guías de viaje o participar en alguna de sus actividades culturales.Este amplio y confortable café, cuya carta incluye café de comercio justo, platos sin gluten, vegetarianos y veganos, tartas caseras y recetas elaboradas de manera casera, organiza también charlas sobre rutas por el mundo, proyecciones de fotografías de viaje, exposiciones de todo tipo y actividades sociales y culturales.Disponen de un reservado en el que poder celebrar eventos privados o de empresa.	40.418713656590	-3.708349764347	Clubs	Calle	Costanilla de los Ángeles	 7	28013
La Charcutería de la Virgen	La gastronómica calle Ponzano acoge esta cervecería en la que se puede disfrutar de todas las variedades de las cervezas artesanas madrileñas La Virgen, surgidas en 2011, acompañadas de embutidos y quesos cortados al momento.Esta pequeña tasca renovada destaca por su pintoresca fachada, en un llamativo color rojo y letreros que recuerdan a los locales de antaño. Su interior es sencillo, compuesto por una gran barra, un mostrador y varios taburetes altos. Además dispone de una sala con una larga mesa alta y varios taburetes a ambos lados.	40.442218500218	-3.698923140764	Clubs	Calle	de Ponzano	 64	28003
Ginkgo Sky Bar	En la planta 12 del Hotel VP Plaza de España se encuentra esta espectacular terraza con acceso directo desde la calle que cuenta con zonas cubiertas y descubiertas, y unas magníficas vistas panorámicas de Madrid.La terraza ofrece la posibilidad de disfrutar de una carta compuesta de platos fusion de cocina mediterránea y japonesa, tanto para comidas como para cenas. También dispone de una amplia variedad de cócteles durante todo el año.Uno de sus grandes atractivos es la piscina exterior climatizada con fondo transparente.	40.422778208491	-3.711534887552	Clubs	Calle	de España	 3	28008
Terraza Cibeles	Situado en la sexta planta del Palacio de Cibeles, actual sede del Ayuntamiento de Madrid, se encuentra este bar – coctelería en el que poder disfrutar de unas vistas inmejorables de la Plaza de Cibeles, la calle Alcalá, el Paseo de Recoletos y el Paseo del Prado, así como del skyline madrileño.Su carta, diseñada por el grupo de restauración Adolfo, del chef Adolfo Muñoz, dispone de platos para compartir y postres, una gran variedad de cócteles con y sin alcohol, una amplia selección de vinos, cavas y champagnes, así como de refrescos y cafés.Para acceder a esta terraza bar se debe pagar 6 € en concepto de subida al Mirador, que serán descontados del precio de la consumición.	40.418854556997	-3.692312836647	Clubs	Calle	de Cibeles	 1	28014
La Probeta – La Tita Lab	Los dueños de La Tita Rivera (tapería situada justo al lado de este local) se encuentran detrás de este original bar laboratorio, de tamaño reducido, en el que se pueden degustar originales bebidas, además de cañas y vinos. Su nota diferencial viene dada porque se sirven en probetas de cristal, vasos medidores o tubos de ensayo.El pequeño local está decorado como un laboratorio, y dispone de unas pocas mesas interiores y exteriores en las que poder tomar desde un  refresco de manzana gallega, una sidra con piña, el mojiño (mojito con licor de hierbas) a un galimocho (calimocho con mora).Su carta cuenta, además, con tapas de quesos y embutidos, patés y conservas.	40.422464000000	-3.700566000000	Clubs	Calle	Perez Galdós	 2	28004
